PROVINCE,STRATUM,PSU,PERSONWT,Q11YRBRTH,Q12SEX,GEO_TYPE,QUINTILE,RACE,Q41ATNDSCH,Q43GRADE,Q43EDLVL,Q44LITERACY
8,82,2003,352.5,1959,2,1,5,1,2.0,10,3,1.0
2,21,3202,98.4,1955,2,1,5,2,2.0,11,3,1.0
1,13,958,333.0,2010,1,2,4,1,1.0,7,2,
8,83,911,474.1,1995,1,1,5,1,2.0,8,3,1.0
9,91,969,143.5,1950,1,1,5,1,2.0,7,2,1.0
8,81,3040,357.0,1978,2,1,2,2,2.0,10,3,1.0
8,83,1234,418.7,1951,2,2,2,4,2.0,12,4,1.0
6,62,784,57.3,1970,2,3,3,1,2.0,12,4,1.0
5,51,2546,194.5,1943,2,1,3,3,2.0,5,2,1.0
4,42,56,242.2,1992,2,2,2,1,2.0,11,3,1.0
5,51,3083,201.7,1961,2,1,3,1,2.0,7,2,2.0
4,42,2936,70.8,2000,2,1,3,1,2.0,11,3,1.0
9,91,333,102.1,1959,1,1,5,1,2.0,12,4,1.0
2,21,1542,326.7,1984,2,3,2,1,2.0,11,3,1.0
4,42,1748,371.3,2003,1,2,4,1,2.0,11,3,1.0
1,13,723,466.0,2008,2,1,5,1,1.0,10,3,
5,51,2776,398.5,1947,2,1,5,1,2.0,12,4,1.0
6,62,2211,446.9,2016,1,1,4,1,1.0,1,2,
2,22,1404,252.2,2018,1,1,5,1,,0,0,
9,92,2498,295.6,1947,2,2,2,1,2.0,6,2,1.0
8,83,114,430.4,1962,1,2,1,2,2.0,8,3,1.0
2,22,736,437.1,1957,1,1,5,2,2.0,9,3,1.0
8,82,2746,364.9,1958,2,1,5,3,2.0,10,3,1.0
3,33,3282,117.8,1979,2,1,5,1,2.0,12,4,1.0
6,62,317,85.6,1998,1,1,3,1,2.0,4,2,2.0
8,81,2850,232.4,1942,1,1,4,1,2.0,5,2,1.0
3,32,1181,159.4,1974,2,1,3,4,1.0,11,3,1.0
5,51,3274,235.8,1999,1,1,5,1,2.0,12,4,1.0
4,42,3211,390.8,1950,2,1,5,1,2.0,9,3,1.0
4,43,1242,179.2,2021,2,1,2,1,,0,0,
7,72,2600,376.4,1991,1,1,3,1,2.0,5,2,1.0
1,12,768,245.6,1947,1,1,5,1,2.0,8,3,1.0
7,71,404,175.8,1944,1,3,3,4,2.0,6,2,1.0
8,81,3019,52.3,1945,2,1,3,3,2.0,6,2,1.0
6,63,688,323.8,1958,1,2,2,1,2.0,11,3,1.0
5,51,339,109.8,2004,2,1,4,1,2.0,7,2,2.0
9,91,1042,153.4,2015,1,1,5,4,1.0,3,2,
6,62,1987,236.7,1959,2,1,5,1,2.0,7,2,1.0
2,22,3031,391.7,1967,2,2,3,1,2.0,9,3,1.0
2,21,513,350.9,2013,1,1,5,2,1.0,4,2,
7,73,126,203.8,2008,2,2,2,1,1.0,8,3,
3,33,665,498.3,1969,2,2,5,1,2.0,10,3,1.0
1,12,2850,194.1,1974,2,1,4,1,2.0,11,3,1.0
5,52,2525,373.3,2004,1,1,1,1,1.0,9,3,1.0
9,93,679,207.4,2004,1,3,2,1,2.0,12,4,1.0
2,21,1078,450.9,2007,2,1,4,1,1.0,11,3,1.0
6,63,2319,483.3,1966,1,1,2,1,2.0,11,3,1.0
4,43,1261,472.4,1969,1,1,4,1,2.0,8,3,1.0
1,13,514,112.6,1981,2,1,3,1,2.0,8,3,1.0
6,62,1275,151.5,1990,2,1,3,2,2.0,6,2,1.0
8,81,1109,58.1,2015,2,1,3,1,1.0,3,2,
5,53,1135,182.9,1974,2,2,1,2,2.0,12,4,1.0
9,93,1889,395.5,2008,2,2,1,1,1.0,8,3,
5,53,1749,118.3,2013,2,2,2,1,2.0,3,2,
5,53,260,361.5,1965,2,2,2,1,2.0,12,4,1.0
1,11,1898,138.7,1967,2,2,3,1,2.0,10,3,1.0
1,11,106,366.5,1988,1,1,5,1,2.0,5,2,1.0
2,21,2375,305.4,1960,2,1,3,2,2.0,5,2,2.0
8,83,1728,110.8,1991,1,1,2,2,2.0,12,4,1.0
5,52,1404,282.5,1944,2,2,5,2,2.0,12,4,1.0
9,93,1364,479.0,1999,2,3,1,1,2.0,12,4,1.0
9,93,3092,105.0,1968,1,1,2,2,2.0,11,3,1.0
9,93,540,54.7,1972,2,2,3,1,2.0,6,2,1.0
9,93,1209,346.7,1955,2,1,4,1,2.0,12,4,1.0
1,12,1657,298.4,1980,1,1,5,1,2.0,12,4,1.0
5,51,2194,156.8,2010,1,2,2,1,1.0,8,3,
9,92,1386,475.4,1994,1,2,2,1,2.0,9,3,1.0
8,83,1972,280.1,1961,2,2,4,1,2.0,10,3,1.0
2,21,3237,104.6,1993,1,1,5,1,2.0,11,3,1.0
4,43,2797,357.7,1949,1,1,5,1,2.0,10,3,1.0
1,13,10,279.9,1990,2,1,3,1,2.0,4,2,1.0
6,61,1527,231.8,1970,2,1,3,1,2.0,10,3,1.0
5,52,1770,270.8,2022,1,2,2,1,,0,0,
4,42,1931,344.0,1994,2,1,3,1,2.0,10,3,1.0
8,81,2266,314.3,1995,2,1,5,1,2.0,11,3,1.0
8,83,1096,383.0,1946,2,2,1,1,2.0,11,3,1.0
2,22,2475,217.1,1974,1,3,2,1,2.0,10,3,1.0
5,51,548,124.4,1973,1,1,3,1,2.0,12,4,1.0
9,91,3209,279.2,1991,2,1,4,1,2.0,11,3,1.0
9,92,158,59.5,2001,1,1,5,1,2.0,12,5,1.0
9,92,391,198.6,2008,2,1,4,1,1.0,8,3,
4,41,895,133.4,2017,2,2,3,1,2.0,0,0,
7,72,1568,150.0,1961,2,1,4,1,2.0,10,3,1.0
2,23,2135,324.8,1988,1,1,4,1,2.0,11,3,1.0
9,91,2235,491.0,1979,2,2,2,1,2.0,8,3,1.0
3,32,1493,461.1,2012,2,3,3,2,1.0,4,2,
6,62,1541,241.3,2010,1,1,1,1,1.0,8,3,
5,53,2072,139.8,1945,2,2,1,1,2.0,7,2,2.0
1,13,2482,275.0,1970,2,1,2,1,2.0,8,3,1.0
8,82,342,125.5,2020,2,2,2,1,,0,0,
7,71,1012,438.1,2018,1,2,1,1,,0,0,
7,72,630,327.5,1975,2,1,1,1,2.0,11,3,1.0
2,21,715,199.5,2007,1,1,3,1,1.0,10,3,1.0
2,23,2844,187.7,1945,2,2,2,1,2.0,8,3,1.0
3,33,813,296.4,1991,2,2,3,1,2.0,9,3,1.0
1,11,1867,133.3,1944,2,1,5,1,2.0,12,5,1.0
2,23,1593,201.6,1985,2,1,5,1,2.0,5,2,2.0
8,81,1856,233.8,1943,2,1,5,1,2.0,12,4,1.0
2,22,856,448.9,1965,1,1,5,1,2.0,10,3,1.0
4,42,2847,53.7,1980,1,1,4,1,2.0,9,3,1.0
8,81,1880,78.8,2002,2,1,5,1,2.0,6,2,1.0
3,32,168,312.1,1958,1,1,5,4,2.0,10,3,1.0
5,53,3035,71.0,1949,2,1,5,1,2.0,11,3,1.0
8,81,888,73.6,1968,2,2,2,1,2.0,9,3,1.0
8,83,501,275.6,2003,2,2,3,4,2.0,11,3,1.0
6,63,2953,130.4,1979,2,1,5,1,2.0,9,3,1.0
8,81,1560,234.0,1941,1,2,2,1,2.0,9,3,1.0
9,93,1106,65.3,1942,2,3,1,1,2.0,8,3,1.0
1,11,3287,486.2,2005,2,1,2,1,1.0,12,4,1.0
8,82,1803,153.3,1981,2,1,5,1,2.0,12,4,1.0
8,82,688,433.3,2003,2,1,5,3,2.0,6,2,1.0
6,61,210,412.3,1993,1,2,1,1,2.0,8,3,1.0
6,63,2574,104.6,2014,2,1,4,1,1.0,3,2,
1,13,2684,118.6,1994,2,1,3,1,2.0,7,2,1.0
3,33,875,171.6,1943,2,1,4,1,2.0,11,3,1.0
7,71,2563,412.5,1953,1,2,1,1,2.0,6,2,1.0
8,81,156,121.9,1989,2,1,5,1,2.0,12,5,1.0
1,13,2762,223.2,1948,1,2,3,1,2.0,11,3,1.0
8,82,294,303.7,2011,2,1,4,1,1.0,7,2,
7,73,1386,452.7,1985,2,2,5,1,2.0,11,3,1.0
3,32,657,429.4,1974,1,1,2,1,2.0,12,4,1.0
6,62,114,314.7,1983,2,1,1,1,2.0,6,2,2.0
3,31,669,160.1,2008,2,2,4,1,1.0,10,3,
3,33,525,351.8,1944,2,1,5,1,2.0,10,3,1.0
9,91,3101,221.4,1980,2,1,5,1,2.0,11,3,1.0
1,13,3162,53.6,1974,2,1,4,1,2.0,9,3,1.0
1,13,728,232.2,2018,1,2,1,1,,1,2,
2,21,1529,401.8,1962,1,1,4,1,2.0,9,3,1.0
7,71,1898,470.9,1984,1,1,5,1,2.0,7,2,2.0
9,92,561,165.7,1986,2,2,2,1,2.0,10,3,1.0
8,81,1095,235.2,1986,1,1,4,1,1.0,10,3,1.0
6,61,480,312.0,1967,2,1,5,1,2.0,11,3,1.0
9,93,1170,454.3,1958,1,2,2,1,2.0,10,3,1.0
9,93,2407,436.4,1964,1,1,5,1,2.0,11,3,1.0
9,91,1052,146.0,1973,1,2,1,1,2.0,10,3,1.0
2,21,1986,389.7,1996,2,1,5,1,2.0,12,4,1.0
2,21,2968,309.0,1992,2,1,4,1,2.0,10,3,1.0
6,62,301,327.8,2000,2,1,5,1,2.0,11,3,1.0
4,42,703,217.0,1950,2,1,3,1,2.0,6,2,1.0
4,43,2421,172.8,1957,1,2,1,1,2.0,4,2,2.0
3,32,635,319.4,1962,1,1,2,4,2.0,11,3,1.0
8,83,2409,440.2,1979,2,3,4,1,1.0,7,2,1.0
1,11,40,413.5,1984,2,2,4,1,2.0,12,4,1.0
7,71,3281,154.7,2011,1,2,3,1,1.0,6,2,
5,53,457,248.2,1947,2,1,4,1,2.0,11,3,1.0
6,62,3003,445.1,1973,1,2,3,1,2.0,9,3,1.0
4,43,242,213.1,2004,2,2,2,2,1.0,10,3,1.0
3,31,2057,127.6,2001,2,2,3,1,2.0,11,3,1.0
2,22,1823,405.0,1973,2,1,5,1,2.0,10,3,1.0
4,42,719,308.6,2013,2,1,2,1,1.0,5,2,
3,32,681,275.9,2011,2,1,5,1,1.0,6,2,
9,92,2104,209.9,1948,1,1,5,4,2.0,10,3,1.0
5,53,761,276.7,1958,1,2,2,4,2.0,11,3,1.0
2,23,2974,102.0,2021,2,1,3,1,,1,2,
6,61,2799,205.9,1963,2,2,3,1,2.0,6,2,1.0
4,41,2774,190.0,2002,2,1,5,4,2.0,9,3,1.0
6,63,181,64.5,2019,1,1,5,1,,0,0,
7,72,3020,214.8,1992,1,1,2,1,2.0,11,3,1.0
7,73,181,99.2,1988,2,1,5,1,2.0,7,2,1.0
5,53,2057,219.6,1953,2,1,4,2,2.0,5,2,1.0
4,42,56,387.7,1948,2,1,5,1,2.0,7,2,1.0
8,81,276,299.8,1977,1,1,5,2,2.0,9,3,1.0
1,13,2527,405.0,1971,2,2,1,1,2.0,10,3,1.0
7,73,3058,382.1,1939,1,2,1,1,1.0,9,3,1.0
5,53,398,495.3,1995,2,1,5,1,2.0,7,2,1.0
8,83,2192,430.8,1982,1,1,5,1,2.0,7,2,1.0
2,23,1427,87.0,2014,1,1,4,1,1.0,2,2,
8,81,2343,333.4,1998,2,1,5,1,2.0,12,5,1.0
1,13,119,408.5,1974,2,1,4,1,2.0,12,5,1.0
3,31,3166,303.0,1982,1,2,4,1,2.0,12,5,1.0
1,12,472,495.9,1998,2,1,5,1,2.0,12,4,1.0
7,71,1365,120.3,2002,2,1,2,1,2.0,11,3,1.0
9,93,2321,262.0,2006,1,3,3,1,1.0,12,4,1.0
8,81,1860,429.8,1981,1,1,4,1,2.0,9,3,1.0
3,31,2531,96.5,1971,2,1,4,1,2.0,11,3,1.0
8,83,3087,333.7,1983,1,1,4,1,1.0,7,2,1.0
6,62,385,463.9,1972,2,1,4,4,2.0,6,2,1.0
8,83,616,269.7,2021,2,1,4,1,,0,0,
6,61,2835,258.3,1959,2,1,2,1,2.0,10,3,1.0
8,82,2612,146.8,1998,2,2,1,4,2.0,11,3,1.0
1,12,3118,395.4,1979,2,1,5,1,2.0,10,3,1.0
9,91,2936,400.6,2016,1,2,3,1,1.0,0,0,
4,42,1295,371.6,2007,1,1,5,1,1.0,9,3,1.0
8,83,2868,183.1,1939,2,3,1,1,1.0,12,5,1.0
2,22,1290,362.5,1986,2,1,5,1,2.0,12,5,1.0
7,72,2523,217.0,2008,1,1,4,1,1.0,9,3,
3,33,3174,328.9,2020,1,2,4,1,,0,0,
3,32,912,195.1,1973,1,2,1,4,2.0,11,3,1.0
4,43,1070,314.7,1956,1,1,3,1,2.0,10,3,1.0
1,12,2618,247.0,2017,2,1,2,1,2.0,1,2,
7,71,504,203.2,1991,2,1,4,1,2.0,10,3,1.0
2,22,1714,296.9,1956,1,1,5,1,2.0,7,2,1.0
6,61,2278,413.7,1983,1,1,3,1,2.0,4,2,1.0
5,53,551,168.2,1965,2,1,3,1,2.0,5,2,2.0
9,91,2367,232.4,1977,2,3,1,1,2.0,6,2,1.0
8,83,3079,52.7,1992,1,1,3,1,2.0,8,3,1.0
3,31,2734,405.7,1976,2,1,5,1,2.0,7,2,1.0
6,62,2676,149.7,1976,1,1,5,1,2.0,9,3,1.0
3,31,2617,428.8,1992,2,1,5,1,2.0,10,3,1.0
2,21,1275,453.0,1972,2,1,4,1,2.0,10,3,1.0
9,92,1544,68.9,1978,1,1,5,1,2.0,9,3,1.0
5,51,1870,483.7,1974,2,2,3,1,2.0,10,3,1.0
1,11,1468,127.9,1957,1,1,4,1,2.0,6,2,1.0
1,13,1635,363.8,2003,1,1,5,1,2.0,8,3,1.0
3,33,675,210.6,2021,2,1,4,1,,0,0,
5,52,1811,156.5,1968,2,1,4,3,2.0,10,3,1.0
5,53,641,82.8,2009,2,2,1,1,1.0,9,3,
2,22,1583,76.6,1981,2,2,4,1,2.0,6,2,1.0
7,72,3048,96.4,1999,2,1,5,1,2.0,10,3,1.0
5,51,2710,115.8,2011,1,2,2,2,1.0,6,2,
1,12,1471,439.4,2008,2,2,3,1,1.0,10,3,
2,23,1363,296.2,2018,2,1,3,4,,1,2,
7,73,3100,489.9,1991,1,1,1,2,2.0,9,3,1.0
7,72,1389,495.0,2008,1,1,4,1,1.0,10,3,
3,31,3029,57.8,1961,1,3,2,1,2.0,10,3,1.0
6,63,520,82.5,1999,1,1,5,1,2.0,10,3,1.0
7,71,2987,334.9,1948,2,1,4,1,2.0,12,4,1.0
3,31,836,297.6,1988,2,1,3,1,2.0,7,2,1.0
2,23,3211,211.4,1953,2,2,2,1,2.0,9,3,1.0
7,71,160,149.3,1948,2,1,4,1,2.0,12,5,1.0
2,21,2692,307.5,1981,1,1,3,1,2.0,12,4,1.0
8,82,2161,254.1,1968,2,1,5,1,2.0,10,3,1.0
6,63,2834,146.8,1946,1,1,4,1,2.0,9,3,1.0
7,71,1110,478.3,1976,1,1,3,1,2.0,9,3,2.0
3,32,1172,89.1,2001,1,1,3,1,1.0,9,3,1.0
4,41,2253,375.4,1997,2,1,4,1,2.0,5,2,1.0
3,32,1681,498.7,1945,2,1,4,1,2.0,10,3,1.0
9,92,631,413.0,2011,2,2,2,1,2.0,7,2,
9,93,245,424.5,1945,2,1,1,1,2.0,12,4,1.0
9,91,374,463.4,1990,2,1,4,1,2.0,8,3,1.0
3,32,1654,276.8,1969,2,2,5,1,2.0,10,3,1.0
1,11,1258,166.4,1988,1,2,1,1,2.0,9,3,1.0
7,72,730,370.7,1991,2,2,1,1,2.0,11,3,1.0
2,22,2966,480.1,1978,2,1,5,1,2.0,7,2,1.0
5,53,749,197.7,1960,2,2,5,1,2.0,9,3,1.0
3,33,654,348.4,1951,1,1,3,1,2.0,10,3,1.0
6,62,1464,245.9,1942,1,1,5,1,2.0,8,3,1.0
8,81,291,200.9,2004,2,1,3,1,2.0,7,2,2.0
5,53,1123,272.9,2017,1,1,4,1,2.0,1,2,
6,62,1023,485.5,1956,1,2,3,3,2.0,10,3,1.0
8,83,2931,154.3,1985,2,1,4,4,2.0,11,3,1.0
4,42,3035,373.2,1955,1,2,3,1,2.0,7,2,1.0
5,53,1041,449.0,1938,2,1,4,1,2.0,10,3,1.0
4,42,2007,250.9,2013,1,1,5,1,1.0,3,2,
4,43,2015,314.7,1938,2,2,4,1,2.0,6,2,1.0
6,63,2394,130.7,2005,2,1,2,1,1.0,12,4,1.0
1,11,1357,174.8,2019,2,1,5,1,,1,2,
7,71,1532,185.8,1940,2,2,3,1,2.0,12,5,1.0
4,43,2454,424.2,2004,2,1,4,1,2.0,10,3,1.0
6,61,1309,113.6,1945,1,1,3,1,2.0,9,3,1.0
6,62,2771,448.9,1965,1,1,5,2,2.0,8,3,1.0
8,82,2160,203.2,1950,1,1,5,1,2.0,8,3,2.0
9,93,87,414.6,1977,1,1,4,1,2.0,10,3,1.0
8,82,1965,423.9,2014,2,2,1,1,1.0,3,2,
5,53,70,324.8,2010,1,2,2,1,1.0,6,2,
2,21,1789,160.8,2014,2,1,4,1,1.0,2,2,
7,71,3017,351.7,1958,1,1,2,3,1.0,9,3,1.0
8,83,2530,76.4,1948,2,2,1,1,2.0,8,3,1.0
3,33,366,483.9,2016,1,1,5,1,1.0,0,0,
1,13,3036,239.8,1950,1,2,1,1,2.0,11,3,1.0
1,11,3183,451.0,1982,2,1,4,1,2.0,11,3,1.0
5,51,1949,453.1,1981,1,2,2,1,1.0,10,3,1.0
4,43,2589,280.7,1952,2,2,1,1,2.0,12,4,1.0
6,62,2959,310.6,1978,2,1,3,1,2.0,12,4,1.0
4,43,2030,185.6,1999,2,1,3,1,2.0,12,5,1.0
4,41,1530,236.8,1952,1,3,1,1,2.0,10,3,1.0
7,72,472,306.6,1983,1,2,1,1,2.0,10,3,1.0
9,93,1087,228.3,1959,2,1,3,1,2.0,12,4,1.0
9,93,3014,483.2,1944,1,2,2,1,2.0,9,3,1.0
4,41,1588,185.7,1942,2,2,3,1,2.0,12,4,1.0
3,31,202,307.3,1948,2,1,3,1,2.0,8,3,1.0
4,43,1594,241.9,1944,2,1,4,1,2.0,11,3,1.0
4,43,1244,225.8,1938,1,1,1,1,2.0,10,3,1.0
4,43,1262,481.4,1979,2,2,2,1,2.0,9,3,1.0
9,93,101,438.3,1947,1,2,1,1,2.0,5,2,1.0
2,23,2270,321.3,1951,1,2,1,2,1.0,9,3,1.0
7,73,2732,59.7,1980,1,2,4,1,2.0,11,3,1.0
7,71,2458,350.0,1961,1,1,4,4,2.0,12,4,1.0
6,62,485,434.4,2007,2,1,5,1,1.0,11,3,1.0
3,32,2214,201.2,1956,2,3,3,1,2.0,12,4,1.0
9,92,348,193.6,1944,2,1,5,1,2.0,12,4,1.0
7,73,945,316.3,2003,2,1,3,1,2.0,9,3,1.0
9,91,3307,498.1,1977,1,1,4,1,2.0,10,3,1.0
2,23,3146,57.7,1993,1,1,2,1,2.0,10,3,1.0
3,32,464,273.0,1998,2,1,2,1,2.0,12,4,1.0
2,21,620,218.7,2000,1,2,4,4,2.0,12,4,2.0
8,82,2205,230.7,1972,1,2,4,1,2.0,11,3,1.0
4,42,1299,409.0,1954,1,2,2,1,2.0,11,3,2.0
6,63,1494,212.0,1982,1,2,3,1,2.0,10,3,1.0
8,81,29,235.1,1941,1,1,5,1,2.0,10,3,1.0
6,61,644,317.7,1981,2,2,1,1,2.0,6,2,1.0
4,42,2029,417.7,1984,2,2,1,1,1.0,8,3,1.0
4,43,263,149.9,1964,2,1,3,1,2.0,8,3,1.0
8,81,1549,317.7,1993,2,2,2,1,2.0,9,3,1.0
3,31,3208,463.7,2008,1,2,4,1,1.0,9,3,
6,63,1921,463.3,1972,1,3,1,1,2.0,8,3,1.0
2,23,1415,499.6,1998,1,1,4,4,2.0,9,3,1.0
7,71,3046,362.0,2012,2,2,4,1,1.0,5,2,
5,52,274,368.6,1971,1,2,2,1,2.0,9,3,1.0
5,51,2161,496.8,1975,1,1,3,2,2.0,6,2,2.0
3,31,139,290.4,1977,2,1,5,2,2.0,12,5,1.0
6,62,162,357.0,1942,1,1,4,2,2.0,12,4,1.0
6,61,2278,383.1,1950,1,2,3,1,2.0,8,3,1.0
4,42,1169,427.5,1990,2,1,2,1,2.0,6,2,1.0
4,43,853,289.1,1956,1,1,5,1,2.0,9,3,1.0
8,83,2278,192.3,1987,1,2,2,1,2.0,5,2,1.0
1,11,1855,124.1,1968,1,2,3,1,2.0,6,2,1.0
4,42,2773,155.1,1964,1,1,3,1,2.0,8,3,1.0
5,52,1843,270.2,1990,2,1,4,1,2.0,9,3,1.0
7,72,1304,58.0,1977,1,1,5,1,2.0,8,3,1.0
3,33,123,104.1,1975,1,2,3,1,2.0,12,4,1.0
9,92,2754,228.1,1958,1,1,5,4,2.0,11,3,1.0
1,11,1819,59.2,1964,2,2,1,1,2.0,11,3,1.0
8,83,997,172.7,1985,2,1,3,1,2.0,10,3,1.0
3,31,2139,105.9,1938,2,2,4,4,2.0,10,3,1.0
4,42,1760,247.2,1988,1,2,3,1,2.0,10,3,2.0
1,12,391,162.7,1942,2,2,5,1,2.0,6,2,1.0
8,82,1795,483.6,2019,1,1,4,1,,0,0,
4,43,3088,468.6,1969,2,1,4,1,2.0,12,4,1.0
6,61,3000,104.2,1986,1,1,5,1,2.0,7,2,2.0
8,83,2721,114.2,1948,2,2,2,1,1.0,9,3,1.0
8,83,755,137.0,1998,1,1,3,1,2.0,8,3,1.0
1,12,3194,87.4,1943,1,1,5,1,2.0,10,3,1.0
3,32,2857,61.8,1967,2,1,4,4,2.0,9,3,1.0
6,61,38,173.4,1980,1,2,2,2,2.0,7,2,1.0
9,91,2508,128.7,2021,1,1,1,1,,0,0,
3,31,2951,383.1,2000,1,1,3,2,2.0,10,3,1.0
6,61,1050,146.0,1989,1,1,4,1,2.0,10,3,1.0
3,31,1415,343.4,1995,1,1,3,1,2.0,11,3,1.0
3,31,266,304.4,1997,2,2,5,1,2.0,7,2,1.0
9,92,3030,152.8,1955,1,1,4,1,2.0,12,4,1.0
4,42,23,258.4,2019,1,2,4,1,,0,0,
4,43,661,183.8,1943,1,2,3,4,2.0,10,3,2.0
3,31,938,187.8,1961,1,2,1,1,2.0,11,3,1.0
5,52,1842,479.7,1999,2,2,2,1,2.0,6,2,1.0
5,52,1768,483.0,2001,1,2,5,2,2.0,10,3,1.0
8,83,2237,402.4,1977,1,3,1,1,2.0,6,2,1.0
3,32,3221,320.8,2006,1,1,4,1,1.0,12,4,1.0
9,93,1850,408.0,1939,1,2,1,1,2.0,10,3,1.0
9,91,3194,444.0,1968,1,2,2,1,2.0,6,2,2.0
4,41,2133,58.9,1943,2,1,2,4,2.0,10,3,1.0
4,41,1472,274.7,1966,2,1,4,1,2.0,11,3,1.0
7,71,2082,378.3,1966,2,2,1,2,2.0,8,3,1.0
2,23,2162,300.4,1984,1,1,5,2,2.0,9,3,1.0
6,63,979,408.0,1949,1,1,4,1,2.0,10,3,1.0
3,32,851,404.1,2007,2,2,2,1,1.0,11,3,1.0
7,71,1135,332.7,1981,1,2,3,3,2.0,8,3,1.0
4,42,1235,222.0,2007,1,1,3,1,1.0,11,3,1.0
7,73,2076,243.4,1938,2,1,4,1,2.0,9,3,1.0
6,63,1978,261.1,1992,1,2,1,1,2.0,10,3,1.0
7,72,450,70.4,1946,2,1,5,1,2.0,12,5,1.0
1,12,1127,391.6,2002,1,2,1,1,2.0,11,3,1.0
7,73,1731,84.7,1988,1,1,5,1,2.0,9,3,1.0
6,62,1163,207.4,2022,1,1,4,1,,0,0,
1,11,1051,460.4,1995,2,1,5,1,2.0,9,3,1.0
4,42,2861,94.5,1979,2,2,1,1,2.0,9,3,1.0
7,73,942,415.1,1945,1,1,4,1,2.0,11,3,1.0
7,72,1482,234.9,1996,2,1,3,1,2.0,12,4,1.0
8,81,3203,191.2,2001,2,1,1,4,2.0,12,5,1.0
9,91,1410,447.8,1943,1,3,3,1,2.0,10,3,1.0
5,51,1018,347.5,1990,2,1,4,4,2.0,12,4,1.0
3,32,2688,419.5,1996,1,1,5,4,2.0,11,3,1.0
1,11,167,229.9,1952,2,1,5,1,2.0,11,3,1.0
8,82,818,196.4,2005,2,2,3,1,1.0,11,3,1.0
7,72,289,499.7,2020,2,1,5,1,,1,2,
4,41,1811,327.3,1987,1,1,4,1,2.0,7,2,2.0
7,72,980,402.0,1991,1,1,2,1,2.0,6,2,1.0
7,73,171,487.2,1951,2,1,5,1,2.0,11,3,1.0
3,33,2317,385.9,1978,1,2,2,1,2.0,9,3,1.0
5,51,3028,274.9,1955,1,2,2,1,2.0,10,3,1.0
6,63,324,239.2,2019,1,1,2,1,,0,0,
5,52,2667,448.4,2014,2,1,4,1,1.0,4,2,
7,71,1378,173.1,1940,1,1,4,1,2.0,11,3,1.0
1,12,2702,244.1,1989,1,1,4,2,2.0,8,3,1.0
6,61,1623,143.9,1965,1,1,2,1,2.0,11,3,1.0
7,73,594,365.5,2006,2,2,1,1,2.0,11,3,1.0
7,72,960,213.4,1983,1,2,1,1,2.0,12,5,1.0
6,61,948,112.5,1976,2,2,5,1,2.0,9,3,1.0
7,73,956,354.1,1994,1,2,1,1,2.0,4,2,1.0
7,71,3200,140.5,2000,2,1,4,1,2.0,9,3,1.0
2,21,1829,212.5,1988,2,1,2,1,2.0,9,3,1.0
1,12,1104,135.6,1975,2,1,1,1,2.0,6,2,1.0
1,12,1891,339.5,1973,2,2,1,1,2.0,11,3,1.0
4,43,2561,377.7,1952,1,2,2,1,2.0,11,3,1.0
9,92,977,89.3,2021,2,2,3,1,,0,0,
2,21,3142,64.8,1958,1,1,4,1,2.0,9,3,1.0
1,13,2608,273.4,1960,1,1,5,1,2.0,9,3,1.0
1,13,408,113.6,1973,1,1,5,3,2.0,12,4,1.0
1,13,715,138.0,1942,2,1,5,2,2.0,11,3,1.0
4,43,2597,213.7,2015,2,1,5,1,1.0,2,2,
4,41,1497,267.1,2007,2,1,5,1,1.0,10,3,1.0
3,32,2162,168.3,2007,2,1,4,2,1.0,10,3,1.0
6,63,1130,178.2,1974,1,1,4,2,2.0,6,2,1.0
3,31,914,259.6,1963,1,3,1,1,2.0,12,4,1.0
8,81,1607,375.1,1985,2,2,1,1,2.0,10,3,1.0
4,42,976,407.9,1950,2,1,4,1,2.0,11,3,1.0
9,91,1830,196.5,1968,2,1,5,4,2.0,7,2,1.0
4,43,2323,265.4,1996,2,1,3,1,2.0,10,3,1.0
6,63,1246,112.8,1952,2,2,5,1,2.0,5,2,1.0
2,22,85,376.6,2019,2,1,4,2,,0,0,
7,72,107,87.9,2022,1,1,4,1,,0,0,
3,32,340,366.3,1983,1,1,5,1,2.0,8,3,1.0
5,52,1815,319.2,2009,2,1,4,1,1.0,7,2,
2,21,865,186.8,2022,1,1,5,1,,0,0,
9,92,3094,377.9,1950,2,2,3,1,2.0,12,5,1.0
5,52,1585,365.8,2000,2,1,2,2,2.0,9,3,1.0
5,52,1097,196.7,2022,1,1,5,1,,0,0,
6,63,2599,469.4,2010,1,3,1,1,2.0,6,2,
7,73,2869,499.3,1955,1,1,3,1,2.0,11,3,1.0
2,23,2068,152.8,1988,1,1,5,1,2.0,7,2,2.0
9,91,1349,64.1,1995,2,1,3,1,2.0,12,4,1.0
6,61,12,102.5,2020,2,1,4,2,,0,0,
9,92,3043,94.2,1991,1,1,4,3,2.0,11,3,1.0
4,42,2803,394.2,1982,1,1,4,1,2.0,8,3,1.0
1,11,1649,311.6,1942,1,1,4,1,2.0,5,2,1.0
4,42,2636,119.8,1954,2,1,5,1,2.0,6,2,1.0
4,41,3014,73.4,1996,2,1,3,1,2.0,4,2,1.0
1,11,159,239.3,2003,2,1,5,1,2.0,8,3,1.0
8,82,1418,148.1,1971,1,2,2,1,2.0,12,4,1.0
8,82,2406,98.8,1967,1,1,5,1,2.0,10,3,1.0
